AD_ID,PRODUCT_ID,ADS_DESCRIPTION,DISCOUNT_RATE,ADS_START_DATE,ADS_END_DATE
772REU919,JVE5830,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.

Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.",0.39,2023-10-18 18:49:25,2023-12-23 12:54:36
006GMW559,JYO3272,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",0.47,2023-12-17 20:56:33,2023-12-20 14:46:53
435XLH891,QTG5055,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",0.14,2023-10-27 03:38:00,2023-12-04 07:09:34
499QET860,PWS7654,In congue. Etiam justo. Etiam pretium iaculis justo.,0.28,2023-10-27 10:27:10,2023-12-23 14:58:20
717SBX971,WRX9909,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,0.16,2023-10-22 08:46:40,2023-10-26 04:17:00
553GAG379,YYR0411,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",0.44,2023-09-01 17:06:21,2023-12-17 12:31:44
981AZR585,ZRR4693,"Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",0.31,2023-12-22 05:24:30,2023-12-24 21:12:31
859QNP463,FRS4208,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.",0.33,2023-10-28 13:29:13,2023-11-02 08:40:27
843SED293,MPX9717,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",0.42,2023-10-02 23:18:08,2023-12-23 09:13:26
478LSW696,LRS4677,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",0.17,2023-12-21 15:45:35,2023-12-28 02:20:03
949SXJ423,IVM0251,"Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",0.38,2023-09-03 07:03:46,2023-11-12 15:17:45
524JET850,FEQ6805,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.",0.19,2023-10-17 03:14:22,2023-10-26 12:03:35
993WMV149,ZZX8306,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.",0.28,2023-08-13 02:05:32,2023-11-22 15:45:36
076CIB804,BBU0793,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,0.22,2023-10-02 03:06:42,2023-12-01 21:12:54
385DQK604,DZN1081,"Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",0.23,2023-12-17 19:58:42,2023-12-28 16:02:33
087GPR666,YBA1487,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,0.45,2023-12-10 00:32:21,2023-12-11 16:25:42
638QZN407,XGK5815,"Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",0.36,2023-12-02 02:01:08,2023-12-18 10:15:06
420AVU300,RRG9196,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.

Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",0.45,2023-12-28 12:22:24,2023-12-29 17:05:26
954VTM132,ORJ5336,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",0.44,2023-11-24 21:55:21,2023-11-26 15:54:49
797YBA420,NHV3969,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.",0.32,2023-12-26 17:23:50,2023-12-30 09:35:38
731HVV089,CYT6695,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.",0.5,2023-10-09 03:47:12,2023-12-16 13:04:12
607CQH828,DEP4663,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",0.42,2023-09-12 21:45:29,2023-12-14 15:03:58
884GGG083,XEN2787,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",0.1,2023-10-23 05:57:06,2023-11-11 03:40:12
901CON166,YXA0056,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,0.46,2023-09-24 23:09:09,2023-10-02 13:05:59
046YVW511,KQF1924,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.",0.21,2023-11-02 14:26:56,2023-11-28 22:19:26
711DJZ270,QWO9713,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,0.35,2023-09-16 05:27:07,2023-09-30 03:54:11
353IEN121,XEC7178,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",0.17,2023-08-13 00:06:57,2023-09-15 20:37:06
749LIL255,USG6067,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.",0.4,2023-10-30 13:34:18,2023-12-21 19:27:13
354CDT572,FNQ6583,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,0.24,2023-08-27 16:59:33,2023-09-01 21:44:30
719OZS013,VUP6716,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",0.14,2023-09-25 00:56:07,2023-12-01 19:10:37
053RRJ277,YME3573,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,0.35,2023-12-20 20:26:39,2023-12-23 20:54:39
019SGD452,DBB8587,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,0.26,2023-11-21 15:35:12,2023-12-16 07:27:03
251DXX089,COZ3638,"Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",0.12,2023-11-06 12:07:46,2023-12-08 13:56:47
271VPO540,MOG4960,"Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",0.1,2023-11-12 02:12:00,2023-12-13 11:27:21
777STS916,VYR4412,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",0.26,2023-09-28 06:13:30,2023-10-04 23:42:29
797VMM869,GNR6001,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",0.1,2023-11-03 08:05:59,2023-11-16 02:26:04
455HOK381,CTZ3373,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",0.23,2023-12-13 15:49:52,2023-12-22 23:15:54
893BDS193,TED8952,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",0.1,2023-09-26 08:18:37,2023-10-19 08:49:51
764USI001,DJW3613,"Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",0.32,2023-11-21 12:13:39,2023-12-04 16:28:14
241EYC614,JLQ2707,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",0.49,2023-08-21 01:32:47,2023-10-01 12:38:32
927ZNY092,RKH9916,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",0.43,2023-12-03 21:16:28,2023-12-27 09:10:46
021SFC570,ZNT8140,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",0.37,2023-11-15 21:28:27,2023-12-31 13:51:46
747LQL023,DZV2321,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo.",0.13,2023-10-08 12:03:32,2023-11-17 10:15:37
736EXX408,ORE2336,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,0.31,2023-09-15 06:45:40,2023-10-08 13:35:54
606TOE842,JGG2172,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.",0.14,2023-10-13 04:11:29,2023-12-15 21:23:22
506HGR659,CKE3241,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,0.29,2023-09-05 12:22:46,2023-10-15 08:50:58
641NIL312,YNE6842,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.",0.44,2023-08-25 12:41:48,2023-09-13 05:25:42
949KII794,RTY4077,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.",0.23,2023-09-02 10:44:13,2023-10-23 16:05:59
978MTB748,SDO0975,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,0.4,2023-11-28 22:53:32,2023-12-16 13:17:27
030DNO974,QQX4619,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",0.14,2023-11-30 16:09:52,2023-12-15 00:18:55
625MSN134,FBS3314,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,0.14,2023-12-17 11:43:31,2023-12-24 05:17:04
570AQB693,IFX0329,Fusce consequat. Nulla nisl. Nunc nisl.,0.15,2023-10-13 21:37:41,2023-12-12 18:02:49
685CXN054,AQR0757,"Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",0.1,2023-12-10 07:35:04,2023-12-11 17:34:31
671WWG247,BKX1274,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,0.24,2023-10-01 08:27:54,2023-11-12 12:55:34
672SCO744,CNZ1506,"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",0.16,2023-08-28 09:31:40,2023-11-28 07:03:23
903HSR246,IKS2299,"In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.",0.4,2023-11-16 07:36:09,2023-11-19 18:34:04
735IKV115,LRV6109,"Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",0.49,2023-08-30 09:53:16,2023-10-04 07:47:06
680DKW969,DBR6873,"In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.",0.24,2023-09-17 18:04:43,2023-09-24 05:16:24
743XLW358,ZUY8141,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",0.5,2023-12-04 13:42:40,2023-12-26 09:20:46
767XTT696,SGY8785,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,0.25,2023-09-05 13:21:35,2023-11-20 20:02:00
835XAE559,FZZ6257,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.",0.4,2023-09-28 10:37:50,2023-11-05 19:30:09
239XRP966,XJB7059,"Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.",0.48,2023-12-04 00:00:21,2023-12-06 02:55:50
536WCV511,XNB9584,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",0.34,2023-09-28 06:14:44,2023-11-28 08:19:59
074DCW433,YSP4387,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,0.39,2023-11-18 19:11:51,2023-12-28 09:01:21
389WWL811,BXE5932,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",0.48,2023-12-22 05:52:52,2023-12-23 07:09:19
625YNP831,PKX2735,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,0.18,2023-08-09 07:56:19,2023-11-26 17:01:48
448IJF764,KCQ1511,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.

In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",0.39,2023-11-05 10:18:16,2023-12-30 16:40:02
180NIR174,MDF4596,"Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",0.13,2023-12-24 14:12:09,2023-12-31 04:12:16
531TIQ510,VNV4697,"Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",0.15,2023-12-09 23:28:51,2023-12-11 20:26:26
025NZB803,TMP5745,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",0.23,2023-11-30 05:31:26,2023-12-27 03:35:50
811JCU465,EZY9655,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",0.36,2023-12-10 07:41:35,2023-12-11 08:26:25
338IBI976,UAC1015,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",0.2,2023-10-20 18:32:48,2023-12-02 08:08:28
902IKA663,UUJ4529,"In congue. Etiam justo. Etiam pretium iaculis justo.

In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.",0.28,2023-11-14 21:18:12,2023-12-06 22:51:57
139YAT030,GQU3755,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,0.37,2023-09-05 08:48:12,2023-10-09 20:45:39
474TUT717,OVU9174,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.",0.21,2023-11-17 06:46:37,2023-12-16 16:56:39
210DQX087,ISW4516,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,0.37,2023-11-08 13:07:49,2023-12-26 08:12:11
104JRN374,JUM5290,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",0.47,2023-11-06 22:30:26,2023-12-28 06:00:26
880GRK150,OFP7035,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",0.26,2023-12-20 18:55:32,2023-12-27 22:03:29
186FRG954,QEC7672,"Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",0.3,2023-11-16 16:52:02,2023-12-07 10:58:36
877EVQ794,JNK5944,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,0.5,2023-10-22 05:24:15,2023-10-26 16:05:41
