ORDER_ID,CUSTOMER_ID ,PRODUCT_ID,ORDER_STATUS_ID,PURCHASE_DATE,ORDER_ITEM_QTY,PAYMENT_METHOD
BMP7298,TCYG6K8,JHD4163,6,3/12/2023,4,2
BMP7298,TCYG6K8,IJV0992,6,3/12/2023,8,2
BMP7298,TCYG6K8,LPN2114,6,3/12/2023,10,2
BNQ2840,OSJO7Y1,MDJ4584,1,1/10/2023,10,3
BPH3589,OPFC9G9,GMC4994,6,5/20/2023,4,1
BQD9807,FKLS9N8,LWO3708,4,9/23/2023,9,2
BQD9807,FKLS9N8,WLJ6632,4,9/23/2023,4,2
BQD9807,FKLS9N8,RVF7905,4,9/23/2023,6,2
BTC1122,BEIL7X5,JII7951,6,1/18/2024,12,3
BTC1122,BEIL7X5,YSQ8751,6,1/18/2024,13,3
BTC1122,BEIL7X5,FMJ6489,6,1/18/2024,10,3
BTO5765,FZAI0L0,BIL7117,3,10/4/2023,8,3
BTS7583,IIYX3M2,YEH2289,6,12/11/2023,5,2
BTS7583,IIYX3M2,TNG2870,6,12/11/2023,5,2
BTS7583,IIYX3M2,SVU1379,6,12/11/2023,13,2
BTS7583,IIYX3M2,TGC3273,6,12/11/2023,5,2
BUI9588,SPFZ1X5,ZYU0596,5,4/29/2023,11,3
BUI9588,SPFZ1X5,WIR4086,5,4/29/2023,9,3
BUI9588,SPFZ1X5,DGA4525,5,4/29/2023,11,3
BUI9588,SPFZ1X5,VBE5131,5,4/29/2023,11,3
BUI9588,SPFZ1X5,VXG4886,5,4/29/2023,11,3
BXC3587,HEHV7D7,TNG2870,3,5/9/2023,9,1
BXC3587,HEHV7D7,XQY4499,3,5/9/2023,7,1
BXC3587,HEHV7D7,DOO9417,3,5/9/2023,11,1
BXE7460,ODVS0F0,MXU9545,1,4/30/2023,4,3
BYH2467,MAOV1J9,KBR8136,2,2/29/2024,4,1
BYH2467,MAOV1J9,UMX5588,2,2/29/2024,6,1
BYH2467,MAOV1J9,MUM2243,2,2/29/2024,12,1
BYH2467,MAOV1J9,IHE9396,2,2/29/2024,12,1
BYH2467,MAOV1J9,CVS9709,2,2/29/2024,11,1
CBZ1622,QKKE0Y2,LYN5524,6,11/12/2023,11,2
CBZ1622,QKKE0Y2,ITA9561,6,11/12/2023,9,2
CCZ1363,OSJO7Y1,ZIK6489,1,6/25/2023,7,1
CCZ1363,OSJO7Y1,WHY9886,1,6/25/2023,13,1
CDG9535,YGJN5O0,TBN8046,3,12/20/2023,12,2
CDG9535,YGJN5O0,UNT7369,3,12/20/2023,7,2
CES9055,VTOP4A4,RDW0784,2,7/14/2023,12,1
CES9055,VTOP4A4,RVF7905,2,7/14/2023,8,1
CES9055,VTOP4A4,IFX0568,2,7/14/2023,10,1
CEU8014,CCUK2Y1,MAG2937,6,8/6/2023,13,2
CFT0164,QGXT6I3,BRT6728,1,6/29/2023,10,3
CFT2493,XTXZ9A7,SLJ8177,6,6/17/2023,7,2
CFT2493,XTXZ9A7,YSN4234,6,6/17/2023,7,2
CFY2234,EWYH5P2,FDD1901,2,2/1/2024,12,1
CFY2234,EWYH5P2,VLP0243,2,2/1/2024,9,1
CFY2234,EWYH5P2,LDH4617,2,2/1/2024,12,1
CGU4126,JFWY8J9,LYN5524,1,1/17/2024,9,3
CIX6075,WZCT6R2,ZFT3765,1,7/14/2023,7,3
CIX6075,WZCT6R2,UWU3883,1,7/14/2023,6,3
CIX6075,WZCT6R2,VTM7291,1,7/14/2023,11,3
CJM3785,KRVB9M1,MUM2243,2,7/11/2023,5,1
CMK5687,PFHC3M0,JXY6612,5,2/18/2024,7,2
CMK5687,PFHC3M0,MAK8963,5,2/18/2024,12,2
CMK5687,PFHC3M0,IRB0785,5,2/18/2024,5,2
CMK5687,PFHC3M0,XWL0954,5,2/18/2024,13,2
CMK5687,PFHC3M0,ZYU0596,5,2/18/2024,6,2
CMO9448,KSQF8F5,AHG6467,3,8/20/2023,6,2
CMO9448,KSQF8F5,RVG3678,3,8/20/2023,7,2
CNS5264,KYUI5S5,SDF5077,1,3/5/2023,11,2
CPV8380,VKNM2V1,KYE7390,1,6/1/2024,9,3
CPV8380,VKNM2V1,ZUF5858,1,6/1/2024,8,3
CPV8380,VKNM2V1,RVF7905,1,6/1/2024,13,3
CTF1895,XDGW6X1,VTM7291,4,1/15/2024,10,3
CTF1895,XDGW6X1,ETO1820,4,1/15/2024,10,3
CTL0469,YAQD8R8,MMQ7823,3,1/1/2024,8,2
CYU6388,XXCL2W5,DYT0791,3,5/6/2023,4,3
CYU6388,XXCL2W5,MGO8702,3,5/6/2023,8,3
CYU6388,XXCL2W5,UCT3651,3,5/6/2023,13,3
DAA7186,LUUC1K6,JOM2632,2,5/12/2023,7,1
DAN7162,VTYM1T0,QBQ0000,4,7/10/2023,13,1
DAN7162,VTYM1T0,RMN2564,4,7/10/2023,10,1
DAN7162,VTYM1T0,UNT7369,4,7/10/2023,9,1
DBO0771,QUFI0G8,PGW9932,5,9/28/2023,8,1
DBO0771,QUFI0G8,IGJ2795,5,9/28/2023,8,1
DBO0771,QUFI0G8,KLS7518,5,9/28/2023,13,1
DBO0771,QUFI0G8,OYJ2122,5,9/28/2023,6,1
DBO0771,QUFI0G8,BEK6704,5,9/28/2023,5,1
DCA2051,EDUG4P7,YCR6173,5,9/1/2024,12,1
DCI4503,HPAQ0A3,DYT0791,4,10/9/2023,6,2
DCI4503,HPAQ0A3,BJN6057,4,10/9/2023,11,2
DCI4503,HPAQ0A3,UNM8659,4,10/9/2023,11,2
DDC8488,ZQZX5G3,XWE6249,3,7/23/2023,7,3
DDC8488,ZQZX5G3,VII7986,3,7/23/2023,7,3
DDC8488,ZQZX5G3,GKT8277,3,7/23/2023,6,3
DDC8488,ZQZX5G3,HMM2907,3,7/23/2023,8,3
DDC8488,ZQZX5G3,IWR6995,3,7/23/2023,5,3
DDD3211,ORJL5V0,BZT3125,2,11/20/2023,5,3
DDD3211,ORJL5V0,WZV1803,2,11/20/2023,10,3
DDD3211,ORJL5V0,RKH9916,2,11/20/2023,13,3
DDD3211,ORJL5V0,ATN7326,2,11/20/2023,6,3
DIB6374,HTGS4A4,SNS2623,2,9/19/2023,7,2
DIB6374,HTGS4A4,MWB2975,2,9/19/2023,4,2
DID0868,VZHO7V1,TJT5511,3,3/6/2023,6,3
DID0868,VZHO7V1,KAF5072,3,3/6/2023,4,3
DIX9931,PGAH7E8,ITP9313,2,2/3/2024,7,2
DIX9931,PGAH7E8,WMK7856,2,2/3/2024,10,2
DIX9931,PGAH7E8,IJF5784,2,2/3/2024,8,2
DIX9931,PGAH7E8,KIQ2671,2,2/3/2024,7,2
DIX9931,PGAH7E8,RKH9916,2,2/3/2024,5,2
DKO1313,FJPG6K4,EMD7020,3,10/26/2023,11,2
DLP9456,CSEK7D6,JAT3204,2,6/5/2023,13,1
DLP9456,CSEK7D6,KSY7054,2,6/5/2023,7,1
DMF9800,XWVC4F8,CKE3241,3,4/17/2023,10,2
DOT2567,HMEO9F1,BCE5220,3,7/1/2024,7,2
DOT2567,HMEO9F1,KEJ9678,3,7/1/2024,7,2
DRY5074,SGLP0J3,YVV9185,6,4/12/2023,6,3
DRZ8529,RTYE5E8,OXT8048,5,9/12/2023,8,2
DVV5486,GSUF0U1,NUY2365,3,2/29/2024,12,2
DWS5835,QTCF2L1,CYT6695,3,3/2/2024,4,3
DXX6654,KYUI5S5,DEM5603,3,9/2/2024,4,1
DYK1267,ZHQH1P4,BUJ0139,2,12/3/2023,7,1
DYK1267,ZHQH1P4,DWP4964,2,12/3/2023,9,1
DZL3095,FLZU4Z8,VCL5985,6,10/18/2023,10,1
DZL3095,FLZU4Z8,EBF1441,6,10/18/2023,6,1
DZY1492,YJLW7B7,RRU2459,3,1/14/2024,4,3
DZY1492,YJLW7B7,EPD3607,3,1/14/2024,12,3
DZY1492,YJLW7B7,JNA1540,3,1/14/2024,7,3
DZY1492,YJLW7B7,KIQ2671,3,1/14/2024,7,3
EBK3783,TSMJ2V6,NZT3646,2,8/13/2023,9,3
EBK3783,TSMJ2V6,RUJ6749,2,8/13/2023,7,3
EBK3783,TSMJ2V6,LTL9643,2,8/13/2023,13,3
EBK3783,TSMJ2V6,INQ9035,2,8/13/2023,7,3
EBP3277,RTYE5E8,SCE1917,1,5/9/2023,5,3
EBP3277,RTYE5E8,SLJ5397,1,5/9/2023,6,3
EDW3545,BMII0E6,FJT4019,5,2/20/2024,7,2
EDW3545,BMII0E6,LEU2002,5,2/20/2024,7,2
EEA6804,XXAQ9X0,KPF5770,1,8/26/2023,10,1
EFO5972,KMPW2G4,GKE3986,5,12/6/2023,8,3
EFO5972,KMPW2G4,QGF6382,5,12/6/2023,5,3
EGL7871,CZKC7F7,AWV3895,2,4/20/2023,11,2
EGL7871,CZKC7F7,BIM7417,2,4/20/2023,6,2
EGL7871,CZKC7F7,ZJU7507,2,4/20/2023,5,2
EGN8069,IBTN2S0,KPP4806,6,7/5/2023,9,1
EGZ9638,IDXR3L6,UPP5327,6,8/12/2023,10,3
EGZ9638,IDXR3L6,MZS4074,6,8/12/2023,10,3
EHP3955,BTTZ9G6,DWT4125,3,6/22/2023,5,1
EHP3955,BTTZ9G6,WTZ8828,3,6/22/2023,10,1
EHP3955,BTTZ9G6,YOB5319,3,6/22/2023,7,1
EHP3955,BTTZ9G6,ZWO9712,3,6/22/2023,10,1
EHP3955,BTTZ9G6,CHT4404,3,6/22/2023,5,1
EHP3955,BTTZ9G6,ZDQ8548,3,6/22/2023,10,1
EIV3681,MZFT6C4,KLS7518,1,12/23/2023,4,3
EJJ4983,NDWC3U2,AUW9617,5,4/1/2024,9,1
EJJ4983,NDWC3U2,XNA9435,5,4/1/2024,8,1
EJJ4983,NDWC3U2,SFY5473,5,4/1/2024,9,1
EMR2409,JENW5U8,NCJ5659,2,8/22/2023,13,1
EMR2409,JENW5U8,MOG4960,2,8/22/2023,10,1
ENH9556,LABA2S7,ETH1063,6,3/14/2023,11,3
ENV3553,DJPQ9R2,DLE8273,2,3/10/2023,13,2
ENV3553,DJPQ9R2,LAD0442,2,3/10/2023,11,2
ENV3553,DJPQ9R2,CQU3278,2,3/10/2023,12,2
ENV3553,DJPQ9R2,JAS9330,2,3/10/2023,9,2
EOF1756,XCBN7T2,KCG4263,6,6/27/2023,11,1
EOF1756,XCBN7T2,VIW4309,6,6/27/2023,11,1
EOG0985,HEBH1B0,OXB8831,3,9/8/2023,4,1
EOG0985,HEBH1B0,FTI3845,3,9/8/2023,13,1
EPD6911,CWMY0L8,IVS9975,1,2/24/2024,9,2
ERK1851,CWEQ7F9,RFB5965,5,6/7/2023,11,2
ESV1440,TCDL3T0,EUD9082,4,2/26/2024,8,3
ESV1440,TCDL3T0,UEB6961,4,2/26/2024,9,3
EUW7905,ZYEW4A5,IUN4993,4,2/22/2024,13,2
EUW7905,ZYEW4A5,VYR9249,4,2/22/2024,11,2
EVP5904,ZQFA1N7,NEI8289,3,10/1/2024,11,1
EVP5904,ZQFA1N7,KUN8804,3,10/1/2024,8,1
EVP5904,ZQFA1N7,WHY9886,3,10/1/2024,8,1
EWU9181,BSDR3E7,EUK7116,2,9/13/2023,13,2
EWU9181,BSDR3E7,XNB9584,2,9/13/2023,7,2
EYO0043,DPZH2J3,EGD6009,6,11/11/2023,10,2
EYO0043,DPZH2J3,JUM5290,6,11/11/2023,9,2
EYR1650,YWJQ9J8,GCU4316,2,1/31/2024,7,3
EYR1650,YWJQ9J8,GZA6167,2,1/31/2024,8,3
FAC7306,TPEB7H2,WOJ5598,2,8/15/2023,4,1
FAC7306,TPEB7H2,MQS5860,2,8/15/2023,10,1
FAC7306,TPEB7H2,SPN8220,2,8/15/2023,12,1
FBK5801,CZGD9G1,UEB6961,2,9/12/2023,5,3
FBK5801,CZGD9G1,EAV3155,2,9/12/2023,11,3
FCS9519,TCDL3T0,SGY8785,6,12/10/2023,5,2
FED7842,IWCW6R5,KNS5204,4,3/6/2023,10,1
FEI0996,MZFT6C4,ZJU7507,1,11/12/2023,13,3
FEX3613,QJCQ0B7,NHK1884,1,7/6/2023,6,1
FFA7349,MEIZ7K7,AOW8757,3,11/10/2023,4,2
FGQ3359,KUEP4W1,KYY0544,6,4/10/2023,6,3
FGT8125,SHVS7C1,HJX9248,6,4/27/2023,4,2
FGT8125,SHVS7C1,IKS2299,6,4/27/2023,7,2
FHI7170,AISY0M4,EFL6677,6,5/8/2023,5,1
FHI7170,AISY0M4,EFL6677,6,5/8/2023,13,1
FIR7498,FWMD1G8,JLQ2707,5,11/27/2023,7,2
FIR7498,FWMD1G8,KAF5072,5,11/27/2023,6,2
FNA9168,TSYG8U2,YJO2111,1,10/23/2023,4,3
FNA9168,TSYG8U2,SYG3845,1,10/23/2023,9,3
FNA9168,TSYG8U2,FIV8774,1,10/23/2023,10,3
FOF3637,SDAC3J6,QRO3877,4,9/5/2023,9,2
FOF3637,SDAC3J6,UJA1333,4,9/5/2023,7,2
FOF3637,SDAC3J6,IRG2067,4,9/5/2023,8,2
FOW7102,VPAF8G5,HDY0434,1,7/6/2023,7,3
FUE2612,ZVPN1H2,PCI6156,4,10/14/2023,12,1
FUE2612,ZVPN1H2,KGD6648,4,10/14/2023,7,1
FUE2612,ZVPN1H2,XYP3135,4,10/14/2023,12,1
FUY0860,FBAH1G1,IHA8760,1,6/25/2023,7,1
FUY0860,FBAH1G1,DMT2509,1,6/25/2023,4,1
FUY0860,FBAH1G1,RUT6752,1,6/25/2023,10,1
FUY0860,FBAH1G1,FKQ0396,1,6/25/2023,12,1
FYF5990,MMYO5G0,JYP7975,1,9/30/2023,5,2
FZT7005,GHON9W8,FFX7427,1,8/2/2024,8,1
FZT7005,GHON9W8,CCF7419,1,8/2/2024,11,1
GAC3226,OBCU2O9,RTY4077,1,11/11/2023,12,1
GAK5107,MSSH8H0,NMA4399,4,4/18/2023,9,2
GBZ3203,PATS1N6,SWK8428,2,6/20/2023,6,2
GBZ3203,PATS1N6,QOA7369,2,6/20/2023,6,2
GBZ3203,PATS1N6,VUP6716,2,6/20/2023,10,2
GDM9093,LYCU8J9,BQB4105,1,12/9/2023,11,1
GDM9093,LYCU8J9,VNV4697,1,12/9/2023,11,1
GDM9093,LYCU8J9,WXN8479,1,12/9/2023,10,1
GDX0599,OJOX7I4,JHK2024,2,11/15/2023,9,3
GDX0599,OJOX7I4,FBS3314,2,11/15/2023,11,3
GEX1044,OCKY8D1,QMR2659,3,6/1/2024,12,3
GEX1044,OCKY8D1,DZN1081,3,6/1/2024,9,3
GEX1044,OCKY8D1,ATN7326,3,6/1/2024,4,3
GEX1044,OCKY8D1,XDM3081,3,6/1/2024,4,3
GKL1251,VSVN7G6,KPP4806,3,12/5/2023,4,1
GKL1251,VSVN7G6,YLK8727,3,12/5/2023,10,1
GKL1251,VSVN7G6,YOS1655,3,12/5/2023,13,1
GKL1251,VSVN7G6,JHK2024,3,12/5/2023,6,1
GNC0765,GYPW7S5,RIK3657,6,7/6/2023,11,3
GNC0765,GYPW7S5,YES4894,6,7/6/2023,13,3
GNE7138,LFXH7V2,UNM8659,6,2/25/2024,13,2
GPD6712,HACT5C2,LZA8991,5,6/25/2023,5,1
GPD6712,HACT5C2,EKK3474,5,6/25/2023,9,1
GPD6712,HACT5C2,RHD1426,5,6/25/2023,11,1
GPD6712,HACT5C2,ZFT3765,5,6/25/2023,4,1
GPD6712,HACT5C2,SLJ5397,5,6/25/2023,11,1
GPD6712,HACT5C2,DEG2994,5,6/25/2023,4,1
GPD6712,HACT5C2,XTS5189,5,6/25/2023,7,1
GTI1484,DURG3Q8,RUT6752,5,10/24/2023,13,2
GTI1484,DURG3Q8,VRF0542,5,10/24/2023,10,2
GUC5552,JNOS1W9,KBR8136,3,9/23/2023,13,3
GXV4084,AMKT6Z5,XWM1372,6,8/9/2023,12,2
GXV4084,AMKT6Z5,MNZ1042,6,8/9/2023,11,2
GYA6242,HYDX0H5,YVQ3168,2,12/17/2023,11,2
GYA6242,HYDX0H5,LDO6608,2,12/17/2023,13,2
GYA6242,HYDX0H5,HJX9248,2,12/17/2023,6,2
GYA6242,HYDX0H5,BRT6728,2,12/17/2023,8,2
HHO6944,LIAQ8I0,BRB0950,6,6/30/2023,11,1
HJJ1575,MTQW1N6,TOQ7091,2,3/26/2023,12,3
HJQ6314,GHZO9W6,ZZQ0059,4,3/29/2023,9,3
HJQ6314,GHZO9W6,DBR6873,4,3/29/2023,13,3
HJQ6314,GHZO9W6,CYL0210,4,3/29/2023,13,3
HJQ6314,GHZO9W6,MZH1051,4,3/29/2023,10,3
HJQ6314,GHZO9W6,LSL8867,4,3/29/2023,4,3
HMX9786,YKLB9C0,SJC5776,4,9/28/2023,8,3
HMX9786,YKLB9C0,KNS5204,4,9/28/2023,9,3
HNX8430,EJXQ5C0,LDN0024,4,10/14/2023,12,2
HNX8430,EJXQ5C0,BYM1659,4,10/14/2023,4,2
HOA2407,DJPQ9R2,BWZ4309,2,2/15/2024,6,2
HOV7846,SZFU3E9,ZKS3350,5,10/6/2023,7,1
HPR7613,XDMG7S0,MXH1244,2,9/16/2023,9,1
HRE9023,UAXO0I9,WMH0096,5,4/11/2023,6,3
HRS2639,ZTBA3K5,YOS1393,3,10/15/2023,12,1
HRS2639,ZTBA3K5,YRS5367,3,10/15/2023,7,1
HRS2639,ZTBA3K5,ZRE4647,3,10/15/2023,4,1
HRS2639,ZTBA3K5,FRK2890,3,10/15/2023,10,1
HSR6210,NNKH8A5,IYK0878,3,10/5/2023,10,2
HUE0610,EIDI8I5,DGM1730,6,5/8/2023,6,1
HUO2985,LDRD1U5,QZJ9895,1,8/13/2023,7,2
HUO2985,LDRD1U5,SLJ8177,1,8/13/2023,11,2
HUO2985,LDRD1U5,CMV8612,1,8/13/2023,4,2
HVT7202,VBHP8J7,BZK2662,1,3/14/2023,6,2
HVT7202,VBHP8J7,DBB8587,1,3/14/2023,5,2
HVT7202,VBHP8J7,BXE5006,1,3/14/2023,10,2
HVT7202,VBHP8J7,UGK2970,1,3/14/2023,13,2
HVU1936,XSWN4R2,WIG9142,2,9/26/2023,8,2
HXK7327,NPNQ0C4,RVG3678,1,7/17/2023,4,3
HXK7327,NPNQ0C4,RHD1426,1,7/17/2023,5,3
HXK7327,NPNQ0C4,WCL7053,1,7/17/2023,12,3
HYM4991,RHRN4J9,QKU3638,2,12/21/2023,10,3
HYU6646,FMZY7B6,FHL5103,1,7/31/2023,11,2
HYZ4440,QJCQ0B7,GLP2539,1,7/14/2023,13,2
IBB0123,IQVI5M1,PCI6156,3,12/21/2023,9,1
IBB0123,IQVI5M1,XRD9174,3,12/21/2023,4,1
IBB0123,IQVI5M1,ZAK8749,3,12/21/2023,13,1
IBB0123,IQVI5M1,JAT3204,3,12/21/2023,4,1
IBB0123,IQVI5M1,RXH0259,3,12/21/2023,11,1
IFZ2726,BNMY5C8,LOE4121,1,11/2/2024,9,3
IGB1193,OFVT0B3,AHB8145,5,2/25/2024,8,2
IGB1193,OFVT0B3,DYC2810,5,2/25/2024,7,2
IHD9768,QEXM4L8,LUS2442,1,9/5/2023,12,3
IIB8172,ZMNV0M4,QYD9194,4,1/7/2023,11,3
IIZ6819,WZCT6R2,MRD5428,4,4/22/2023,4,1
IIZ6819,WZCT6R2,WKH2621,4,4/22/2023,5,1
IKA7189,CEKF9T1,FAC7199,2,12/1/2024,7,1
IKN2025,GYWH8H3,MYA8314,3,6/25/2023,10,2
IKN2025,GYWH8H3,SGY8785,3,6/25/2023,4,2
IKN2025,GYWH8H3,SMO5412,3,6/25/2023,4,2
IKZ5482,QAGT1R4,UPP5327,4,5/6/2023,9,1
IKZ5482,QAGT1R4,MHQ5115,4,5/6/2023,12,1
IOX7638,NSFH2J9,TDD2414,6,2/10/2023,9,2
IOX7638,NSFH2J9,JHK2024,6,2/10/2023,5,2
IOX7638,NSFH2J9,FAM6444,6,2/10/2023,6,2
ISE8832,IQVI5M1,JNF7286,6,6/10/2023,9,1
ISE8832,IQVI5M1,MXH1244,6,6/10/2023,12,1
ISE8832,IQVI5M1,ATN6864,6,6/10/2023,8,1
ISF8033,VBUO8G8,AGH2027,4,2/27/2024,10,2
ISF8033,VBUO8G8,SLY6492,4,2/27/2024,12,2
ISF8033,VBUO8G8,XNB9584,4,2/27/2024,13,2
ISF8033,VBUO8G8,NJV9331,4,2/27/2024,8,2
ISI5972,WXGN7P4,CBL3333,6,11/2/2024,9,1
ISI5972,WXGN7P4,FDW8484,6,11/2/2024,4,1
ISI5972,WXGN7P4,HIU8650,6,11/2/2024,8,1
IVN9642,ESWY2G8,UYR8760,3,1/19/2024,4,1
JAJ7405,BXAU5Q0,LPN2114,2,1/3/2024,8,3
JAJ7405,BXAU5Q0,JOI6191,2,1/3/2024,12,3
JAJ7405,BXAU5Q0,YLN5371,2,1/3/2024,11,3
JBV6118,YOVW7U5,IUN2648,5,6/13/2023,13,2
JBV6118,YOVW7U5,WLJ6632,5,6/13/2023,10,2
JEG9949,KTBB9T9,YYR0411,3,10/31/2023,5,2
JEJ3541,POTR4M5,PHY6859,3,6/2/2024,6,3
JGA9138,MWLH3W0,KPP4806,1,3/17/2023,9,1
JGP3233,IHBG6Z2,LMB5890,5,5/2/2024,4,3
JGP3233,IHBG6Z2,YJO2111,5,5/2/2024,5,3
JHH7595,ZLPC4I3,TBS3859,1,11/24/2023,6,3
JHH7595,ZLPC4I3,ZDQ8548,1,11/24/2023,10,3
JHH7595,ZLPC4I3,DZN1081,1,11/24/2023,7,3
JHL5700,IVWA5E2,YVV9185,2,5/13/2023,6,2
JHL5700,IVWA5E2,AAV1729,2,5/13/2023,10,2
JHL5700,IVWA5E2,KBE5917,2,5/13/2023,4,2
JHO6848,NHRZ5V0,UDN9445,6,11/7/2023,6,1
JHO6848,NHRZ5V0,CAD9827,6,11/7/2023,13,1
JIU5547,IMEJ2H2,JXY6612,4,3/16/2023,4,2
JJB6659,OEMO8Q4,FZZ6257,3,10/8/2023,7,1
JJO3910,POAM4B9,ETO1820,3,10/24/2023,5,1
JLW6480,PAZL2X4,FQS5860,3,5/21/2023,9,1
JLW6480,PAZL2X4,BCL4176,3,5/21/2023,11,1
JPY1439,XNFL7M2,IBI6546,2,3/19/2023,10,1
JPY1439,XNFL7M2,HMM2907,2,3/19/2023,7,1
JQG8131,MLFX9J2,VUK8794,2,8/10/2023,4,2
JQG8131,MLFX9J2,KJB5824,2,8/10/2023,7,2
JRD0793,RTYF7W2,YCR6173,6,1/4/2023,8,1
JRD0793,RTYF7W2,LNC3721,6,1/4/2023,4,1
JRD0793,RTYF7W2,NCC7479,6,1/4/2023,12,1
JRY5351,VVQC0I4,PAH3375,6,9/4/2023,4,2
JRY5351,VVQC0I4,DWP3912,6,9/4/2023,6,2
JTL3057,RYUP3A8,RHD1426,1,1/24/2024,10,1
JTL3057,RYUP3A8,GGS0872,1,1/24/2024,13,1
JVN3662,KFUS2U2,CHX9395,1,2/1/2024,11,1
JVN3662,KFUS2U2,UGQ1682,1,2/1/2024,11,1
JVN3662,KFUS2U2,HUF5808,1,2/1/2024,8,1
