ORDER_ID,CUSTOMER_ID,PRODUCT_ID,ORDER_ITEM_QTY,REVIEW_RATING
4009587,1000039,3000308,23,4
4006237,1000024,3000612,1,1
4002015,1000690,3000174,21,2
4004966,1000024,3000446,12,4
4004324,1000697,3000735,20,2
4006914,1000607,3000566,21,4
4006341,1000834,3000538,1,4
4003306,1000956,3000062,2,2
4008356,1000922,3000858,12,2
4001719,1000834,3000504,21,4
4004180,1000470,3000382,1,5
4008710,1000176,3000215,5,1
4003376,1000456,3000134,7,2
4009016,1000690,3000493,20,3
4001719,1000834,3000358,11,4
4003462,1000456,3000919,22,5
4001421,1000337,3000042,18,3
4009587,1000039,3000718,7,5
4001591,1000592,3000881,8,4
4005709,1000697,3000042,10,3
4009140,1000931,3000364,1,2
4002159,1000039,3000928,3,1
4001489,1000922,3000701,13,3
4001421,1000337,3000586,15,4
4001025,1000524,3000432,2,5
4003376,1000456,3000701,10,3
4002805,1000373,3000042,6,3
4003306,1000956,3000848,3,3
4003306,1000956,3000975,8,5
4008744,1000848,3000985,24,5
4001719,1000834,3000600,3,3
4007510,1000660,3000197,24,1
4001719,1000834,3000215,6,2
4009489,1000440,3000846,20,4
4008710,1000176,3000532,14,3
4004324,1000697,3000960,3,5
4003784,1000956,3000930,24,5
4004176,1000834,3000247,15,3
4001809,1000837,3000884,12,5
4005709,1000697,3000307,13,5
4003050,1000859,3000548,23,5
4006705,1000859,3000502,19,5
4008356,1000922,3000971,2,4
4002211,1000924,3000215,5,5
4008383,1000317,3000128,5,3
4002215,1000286,3000996,10,5
4007818,1000406,3000486,2,2
4005709,1000697,3000023,12,3
4005553,1000499,3000638,4,3
4002805,1000373,3000771,9,2
4000380,1000298,3000932,22,1
4004595,1000499,3000061,14,2
4008831,1000470,3000685,4,4
4006705,1000859,3000972,15,3
4001489,1000922,3000736,12,3
4000259,1000607,3000524,7,4
4008744,1000848,3000880,21,3
4002805,1000373,3000828,19,1
4006578,1000318,3000972,21,4
4002559,1000782,3000603,24,5
4000412,1000217,3000262,19,4
4009016,1000690,3000179,10,3
4004324,1000697,3000607,6,1
4003582,1000632,3000282,11,4
4004966,1000024,3000486,7,5
4004180,1000470,3000045,17,4
4009016,1000690,3000283,2,5
4006341,1000834,3000466,21,3
4008710,1000176,3000758,7,1
4008383,1000317,3000915,17,5
4008879,1000354,3000875,16,2
4003618,1000098,3000930,16,5
4009906,1000064,3000353,15,5
4002211,1000924,3000716,8,2
4003618,1000098,3000212,19,2
4002641,1000921,3000971,20,3
4004176,1000834,3000784,10,1
4004324,1000697,3000846,13,4
4000601,1000840,3000707,19,3
4006705,1000859,3000155,15,1
4001421,1000337,3000927,14,4
4000412,1000217,3000540,1,5
4000412,1000217,3000826,20,5
4008710,1000176,3000176,15,3
4004176,1000834,3000848,2,1
4008749,1000412,3000383,12,5
4009587,1000039,3000990,9,5
4003948,1000927,3000126,3,5
4004180,1000470,3000097,18,2
4006130,1000819,3000560,6,3
4003582,1000632,3000012,5,2
4008744,1000848,3000715,18,2
4003050,1000859,3000745,10,5
4002159,1000039,3000919,8,3
4000020,1000592,3000513,12,5
4009011,1000931,3000696,17,4
4004976,1000891,3000893,6,4
4005486,1000921,3000110,22,2
4002805,1000373,3000736,15,3
4003337,1000317,3000073,5,3
4005553,1000499,3000284,22,3
4003582,1000632,3000207,3,2
4001809,1000837,3000823,14,2
4009906,1000064,3000177,2,1
4004966,1000024,3000416,23,4
4007818,1000406,3000297,24,2
4006578,1000318,3000800,19,2
4008101,1000098,3000755,1,5
4002805,1000373,3000502,16,2
4007818,1000406,3000285,19,5
4007818,1000406,3000870,10,5
4008879,1000354,3000269,8,4
4008224,1000412,3000317,18,4
4007091,1000365,3000790,12,3
4009201,1000224,3000335,2,1
4002805,1000373,3000262,1,3
4001421,1000337,3000764,7,3
4002559,1000782,3000718,5,4
4003582,1000632,3000529,3,2
4002641,1000921,3000729,23,3
4008885,1000497,3000014,18,2
4008224,1000412,3000698,7,4
4004790,1000401,3000873,9,3
4003462,1000456,3000126,9,3
4001591,1000592,3000357,8,5
4007362,1000176,3000053,17,1
4008885,1000497,3000738,13,1
4008224,1000412,3000336,15,2
4002015,1000690,3000972,17,3
4001804,1000921,3000486,16,2
4005533,1000607,3000171,5,4
4008831,1000470,3000880,10,4
4000601,1000840,3000545,6,1
4009906,1000064,3000339,4,1
4006705,1000859,3000122,7,1
4009011,1000931,3000457,19,4
4007459,1000284,3000022,2,4
4003376,1000456,3000857,14,3
4000259,1000607,3000701,23,3
4006705,1000859,3000204,5,4
4002211,1000924,3000782,17,2
4004180,1000470,3000307,10,5
4005689,1000749,3000277,3,5
4008206,1000385,3000582,15,4
4007091,1000365,3000736,16,5
4003618,1000098,3000331,14,1
4004595,1000499,3000284,19,2
4002215,1000286,3000147,13,4
4001719,1000834,3000561,6,1
4003050,1000859,3000893,4,1
4006914,1000607,3000936,13,2
4000020,1000592,3000073,1,2
4002805,1000373,3000212,22,5
4003948,1000927,3000413,24,3
4001804,1000921,3000640,12,3
4003792,1000789,3000832,4,5
4008879,1000354,3000654,15,2
4002187,1000217,3000591,4,4
4004180,1000470,3000628,7,2
4006701,1000365,3000176,16,5
4004180,1000470,3000725,13,1
4001809,1000837,3000297,3,3
4001315,1000931,3000073,2,4
4004966,1000024,3000947,12,1
4000020,1000592,3000154,17,2
4003306,1000956,3000880,8,1
4000906,1000535,3000771,13,1
4006914,1000607,3000505,16,1
4001591,1000592,3000423,14,1
4004097,1000875,3000960,4,1
4001591,1000592,3000154,4,4
4008744,1000848,3000957,3,2
4009587,1000039,3000927,19,4
4003376,1000456,3000217,24,1
4005709,1000697,3000244,1,4
4004176,1000834,3000154,14,4
4009201,1000224,3000294,18,4
4004976,1000891,3000255,22,5
4001421,1000337,3000028,6,3
4003376,1000456,3000009,14,2
4004595,1000499,3000659,24,1
4002159,1000039,3000061,6,1
4009140,1000931,3000388,21,3
4002805,1000373,3000122,7,1
4000762,1000535,3000220,7,1
4003462,1000456,3000898,11,3
4003618,1000098,3000683,8,4
4007459,1000284,3000349,19,3
4003462,1000456,3000477,4,5
4008224,1000412,3000975,17,5
4004097,1000875,3000807,17,4
4001719,1000834,3000169,4,3
4002805,1000373,3000290,21,4
4008831,1000470,3000089,14,1
4003712,1000149,3000939,11,3
4000209,1000870,3000855,19,5
4008101,1000098,3000458,4,1
4007091,1000365,3000304,11,3
4007818,1000406,3000319,9,4
4006237,1000024,3000755,11,2
4008885,1000497,3000875,9,3
4000380,1000298,3000922,20,1
4001591,1000592,3000638,15,3
4003306,1000956,3000686,10,5
4003582,1000632,3000673,12,1
4008206,1000385,3000004,2,1
4006914,1000607,3000263,22,2
4001719,1000834,3000255,10,3
4009016,1000690,3000652,23,4
4000601,1000840,3000952,21,2
4004176,1000834,3000778,23,5
4008383,1000317,3000827,8,5
4009906,1000064,3000436,4,5
4007818,1000406,3000805,17,1
4006237,1000024,3000369,12,2
4006237,1000024,3000916,7,3
4001025,1000524,3000507,16,4
4004976,1000891,3000610,6,1
4004595,1000499,3000053,11,4
4008101,1000098,3000702,1,1
4002211,1000924,3000514,5,3
4003376,1000456,3000859,14,4
4007510,1000660,3000924,13,3
4000601,1000840,3000420,7,2
4005553,1000499,3000818,7,3
4006130,1000819,3000144,1,2
4005553,1000499,3000458,1,4
4002559,1000782,3000342,5,3
4008710,1000176,3000093,13,2
4008848,1000524,3000228,12,3
4007362,1000176,3000108,15,1
4003712,1000149,3000120,5,2
4005689,1000749,3000807,7,1
4006705,1000859,3000150,12,3
4004790,1000401,3000282,5,1
4001489,1000922,3000364,11,5
4004097,1000875,3000147,22,1
4007818,1000406,3000690,11,3
4002015,1000690,3000423,14,4
4000259,1000607,3000134,11,2
4008885,1000497,3000919,1,3
4001719,1000834,3000709,12,4
4000209,1000870,3000709,5,4
4004097,1000875,3000894,3,2
4002159,1000039,3000132,16,3
4005709,1000697,3000884,20,1
4002215,1000286,3000223,24,3
4009489,1000440,3000202,5,1
4003462,1000456,3000486,10,3
4008356,1000922,3000702,11,4
4009587,1000039,3000333,4,3
4004790,1000401,3000339,6,2
4005689,1000749,3000233,2,3
4001489,1000922,3000652,22,5
4002641,1000921,3000063,1,3
4006951,1000403,3000250,6,5
4007459,1000284,3000174,13,4
4008224,1000412,3000947,12,4
4009906,1000064,3000901,14,2
4001315,1000931,3000107,18,3
4009906,1000064,3000154,15,2
4009587,1000039,3000659,2,5
4003712,1000149,3000486,21,3
4002211,1000924,3000727,22,5
4008101,1000098,3000392,9,4
4006701,1000365,3000990,6,2
4000209,1000870,3000460,16,3
4006341,1000834,3000446,14,2
4003784,1000956,3000190,3,3
4007091,1000365,3000028,2,4
4003948,1000927,3000918,6,4
4004097,1000875,3000288,1,4
4001421,1000337,3000270,19,5
4003948,1000927,3000838,18,4
4003618,1000098,3000836,3,2
4008710,1000176,3000414,22,1
4003618,1000098,3000178,22,2
4001809,1000837,3000842,24,1
4007818,1000406,3000828,8,1
4000906,1000535,3000583,16,2
4005689,1000749,3000542,2,3
4006341,1000834,3000727,20,5
4003462,1000456,3000532,1,5
4001809,1000837,3000986,11,2
4001025,1000524,3000442,20,2
4003582,1000632,3000059,13,1
4000412,1000217,3000139,2,2
4006130,1000819,3000513,23,1
4005709,1000697,3000171,3,3
4003337,1000317,3000375,22,2
4002559,1000782,3000721,2,3
4000601,1000840,3000832,11,3
4008356,1000922,3000614,4,1
4004176,1000834,3000877,23,3
4002641,1000921,3000131,14,5
4006701,1000365,3000004,19,4
4003306,1000956,3000566,5,5
4000601,1000840,3000662,13,2
4009201,1000224,3000477,12,2
4004180,1000470,3000538,6,4
4003050,1000859,3000185,12,1
4005709,1000697,3000123,11,2
4003050,1000859,3000704,9,2
4001719,1000834,3000308,2,1
4000906,1000535,3000623,19,4
4006701,1000365,3000041,16,4
4005553,1000499,3000132,2,5
4001025,1000524,3000943,19,5
4004976,1000891,3000827,1,1
4008879,1000354,3000917,2,2
4003050,1000859,3000743,4,3
4008224,1000412,3000174,12,2
4003050,1000859,3000914,9,4
4000259,1000607,3000958,1,2
4006578,1000318,3000010,20,3
4000601,1000840,3000723,18,4
4002215,1000286,3000366,6,5
4008885,1000497,3000463,6,3
4009011,1000931,3000009,13,1
4005553,1000499,3000839,21,3
4004176,1000834,3000811,24,5
4009489,1000440,3000477,7,4
4000762,1000535,3000873,5,3
4007091,1000365,3000774,5,1
4008885,1000497,3000093,23,4
4009011,1000931,3000527,19,5
4007818,1000406,3000115,21,1
4003306,1000956,3000954,1,5
4007091,1000365,3000626,3,4
4007362,1000176,3000791,1,5
4007091,1000365,3000799,7,1
4001421,1000337,3000277,24,4
4007459,1000284,3000881,8,5
4008749,1000412,3000225,16,1
4005709,1000697,3000548,14,1
4007510,1000660,3000204,5,2
4003050,1000859,3000496,15,2
4003712,1000149,3000291,15,3
4002159,1000039,3000444,3,3
4008101,1000098,3000638,24,4
4009489,1000440,3000351,14,1
4006951,1000403,3000771,17,1
4001719,1000834,3000089,24,4
4007091,1000365,3000660,24,5
4001025,1000524,3000230,7,2
4000762,1000535,3000571,10,3
4000906,1000535,3000043,16,1
4004976,1000891,3000678,20,4
4000762,1000535,3000936,18,1
4002559,1000782,3000076,12,1
4008383,1000317,3000748,24,5
4006578,1000318,3000778,12,4
4004595,1000499,3000648,4,2
4004976,1000891,3000075,21,5
4002559,1000782,3000755,4,3
4006130,1000819,3000308,18,3
4009906,1000064,3000251,20,5
4002215,1000286,3000870,24,2
4007362,1000176,3000131,21,2
4004097,1000875,3000577,5,4
4003784,1000956,3000280,10,4
4004180,1000470,3000226,4,4
4002015,1000690,3000683,2,3
4008206,1000385,3000996,8,3
4008885,1000497,3000838,17,2
4003712,1000149,3000537,22,5
4004976,1000891,3000975,23,3
4007362,1000176,3000120,2,1
4008101,1000098,3000640,24,1
4005689,1000749,3000900,14,3
4004097,1000875,3000822,23,1
4004976,1000891,3000758,1,1
4004176,1000834,3000270,8,3
4003948,1000927,3000009,1,4
4004790,1000401,3000833,3,5
4000380,1000298,3000423,3,4
4001025,1000524,3000263,19,2
4005709,1000697,3000183,4,4
4008206,1000385,3000284,21,4
4008206,1000385,3000941,7,3
4008848,1000524,3000669,1,4
4001591,1000592,3000147,22,1
4006341,1000834,3000233,18,1
4003376,1000456,3000705,18,3
4006578,1000318,3000470,5,3
4005553,1000499,3000587,9,4
4007459,1000284,3000669,3,5
4005486,1000921,3000605,2,4
4009201,1000224,3000846,9,4
4008744,1000848,3000404,17,2
4008749,1000412,3000603,11,1
4009201,1000224,3000197,20,4
4006237,1000024,3000629,24,2
4009011,1000931,3000134,23,3
4007362,1000176,3000545,4,2
4000209,1000870,3000846,24,4
4001025,1000524,3000571,24,4
4008831,1000470,3000108,7,2
4006701,1000365,3000623,13,4
4007362,1000176,3000779,3,2
4006237,1000024,3000554,7,1
4005553,1000499,3000106,19,2
4006578,1000318,3000622,20,3
4003792,1000789,3000423,10,3
4005689,1000749,3000748,12,4
4007818,1000406,3000072,13,5
4002641,1000921,3000288,6,5
4002805,1000373,3000858,8,4
4002187,1000217,3000083,19,2
4002559,1000782,3000269,7,4
4000259,1000607,3000324,4,5
4000762,1000535,3000113,3,5
4001719,1000834,3000406,14,3
4008885,1000497,3000316,19,3
4007362,1000176,3000960,14,4
4005533,1000607,3000612,23,1
4000196,1000690,3000167,41,3
4000196,1000690,3000875,34,5
4000230,1000449,3000059,42,1
4000230,1000449,3000101,37,1
4000230,1000449,3000306,14,2
4000230,1000449,3000384,39,5
4000230,1000449,3000449,27,5
4000230,1000449,3000512,11,4
4000230,1000449,3000659,28,3
4000230,1000449,3000833,1,2
4000230,1000449,3000840,11,3
4000252,1000789,3000075,13,3
4000252,1000789,3000160,8,5
4000252,1000789,3000579,7,3
4000252,1000789,3000791,26,2
4000253,1000660,3000222,14,1
4000253,1000660,3000778,17,5
4000253,1000660,3000813,10,4
4000253,1000660,3000944,8,1
4000253,1000660,3000986,15,2
4000344,1000346,3000139,9,4
4000344,1000346,3000276,4,1
4000344,1000346,3000566,6,4
4000344,1000346,3000941,3,4
4000590,1000839,3000002,34,3
4000590,1000839,3000094,6,2
4000590,1000839,3000123,11,2
4000590,1000839,3000316,32,2
4000590,1000839,3000319,1,3
4000590,1000839,3000346,14,3
4000590,1000839,3000446,29,5
4000590,1000839,3000449,27,4
4000590,1000839,3000493,42,3
4000590,1000839,3000702,33,3
4000590,1000839,3000755,28,3
4000610,1000784,3000316,19,1
4000610,1000784,3000324,14,4
4000610,1000784,3000566,28,2
4000610,1000784,3000660,28,2
4000610,1000784,3000661,15,4
4000610,1000784,3000764,35,1
4000610,1000784,3000774,22,5
4000610,1000784,3000834,36,1
4000687,1000749,3000110,18,2
4000687,1000749,3000150,40,5
4000687,1000749,3000212,17,1
4000687,1000749,3000217,28,3
4000687,1000749,3000236,42,5
4000687,1000749,3000277,6,3
4000687,1000749,3000366,40,3
4000687,1000749,3000637,35,4
4000687,1000749,3000686,37,2
4000687,1000749,3000707,30,4
4000687,1000749,3000738,4,3
4000687,1000749,3000775,24,5
4000687,1000749,3000835,40,3
4000694,1000840,3000093,26,2
4000694,1000840,3000244,14,1
4000694,1000840,3000341,10,2
4000694,1000840,3000623,22,4
4000694,1000840,3000775,24,2
4000723,1000706,3000094,41,3
4000723,1000706,3000622,39,4
4000723,1000706,3000626,9,5
4000723,1000706,3000687,4,1
4000723,1000706,3000790,3,5
4000907,1000665,3000106,4,4
4000907,1000665,3000217,31,3
4000907,1000665,3000283,3,3
4000907,1000665,3000718,21,3
4000907,1000665,3000782,21,3
4000907,1000665,3000833,25,1
4000907,1000665,3000834,20,2
4000907,1000665,3000898,42,2
4000958,1000996,3000028,24,1
4000958,1000996,3000076,21,5
4000958,1000996,3000096,32,2
4000958,1000996,3000417,12,5
4000958,1000996,3000507,24,4
4000958,1000996,3000815,34,4
4000958,1000996,3000842,13,4
4000958,1000996,3000931,20,2
4000958,1000996,3000936,37,3
4000958,1000996,3000955,16,3
4001099,1000876,3000349,24,2
4001099,1000876,3000376,19,2
4001099,1000876,3000396,1,1
4001099,1000876,3000637,4,4
4001099,1000876,3000815,30,4
4001099,1000876,3000828,18,4
4001197,1000607,3000351,37,2
4001197,1000607,3000444,14,2
4001197,1000607,3000586,36,4
4001197,1000607,3000640,34,1
4001197,1000607,3000782,31,5
4001322,1000024,3000220,1,1
4001322,1000024,3000225,9,3
4001322,1000024,3000251,40,1
4001322,1000024,3000371,16,1
4001322,1000024,3000444,37,5
4001322,1000024,3000496,4,2
4001322,1000024,3000707,15,3
4001366,1000837,3000012,13,1
4001366,1000837,3000111,13,1
4001366,1000837,3000122,20,2
4001366,1000837,3000215,11,1
4001366,1000837,3000331,17,5
4001366,1000837,3000479,39,5
4001366,1000837,3000606,38,5
4001366,1000837,3000651,41,2
4001366,1000837,3000654,22,4
4001366,1000837,3000783,38,4
4001366,1000837,3000811,17,5
4001366,1000837,3000845,42,1
4001366,1000837,3000851,22,3
4001366,1000837,3000858,40,3
4001366,1000837,3000890,17,5
4001366,1000837,3000960,31,4
4001829,1000970,3000093,15,3
4001829,1000970,3000168,38,4
4001829,1000970,3000509,29,2
4001829,1000970,3000537,11,1
4001829,1000970,3000628,11,5
4001829,1000970,3000685,29,1
4001829,1000970,3000918,24,2
4001829,1000970,3000993,22,1
4001836,1000176,3000370,8,4
4001836,1000176,3000442,20,3
4001836,1000176,3000527,38,5
4001836,1000176,3000626,17,3
4001920,1000834,3000324,23,3
4001920,1000834,3000461,1,1
4001920,1000834,3000480,10,3
4001920,1000834,3000668,26,3
4001920,1000834,3000681,8,3
4001920,1000834,3000827,27,5
4001920,1000834,3000898,2,2
4002030,1000354,3000106,12,1
4002030,1000354,3000242,24,4
4002030,1000354,3000413,21,2
4002030,1000354,3000458,41,4
4002030,1000354,3000493,27,2
4002030,1000354,3000509,5,2
4002030,1000354,3000615,3,2
4002030,1000354,3000697,38,4
4002030,1000354,3000701,11,5
4002030,1000354,3000771,15,4
4002030,1000354,3000811,9,3
4002073,1000815,3000169,3,1
4002073,1000815,3000280,16,3
4002073,1000815,3000446,31,2
4002078,1000354,3000075,21,1
4002078,1000354,3000223,42,1
4002078,1000354,3000269,11,3
4002078,1000354,3000284,22,2
4002078,1000354,3000331,22,4
4002078,1000354,3000479,19,1
4002078,1000354,3000848,12,5
4002078,1000354,3000975,31,5
4002078,1000354,3000988,37,4
4002163,1000086,3000236,29,5
4002163,1000086,3000263,9,3
4002163,1000086,3000457,3,2
4002163,1000086,3000579,14,4
4002163,1000086,3000818,2,4
4002163,1000086,3000844,31,5
4002163,1000086,3000881,11,3
4002172,1000098,3000230,17,3
4002172,1000098,3000247,8,5
4002172,1000098,3000404,32,1
4002172,1000098,3000433,22,2
4002172,1000098,3000617,28,1
4002199,1000965,3000529,24,3
4002199,1000965,3000580,11,4
4002199,1000965,3000886,32,5
4002285,1000815,3000093,36,5
4002285,1000815,3000120,8,1
4002285,1000815,3000170,31,3
4002285,1000815,3000186,11,1
4002285,1000815,3000202,31,3
4002285,1000815,3000346,14,5
4002285,1000815,3000636,15,5
4002285,1000815,3000955,42,5
4002315,1000203,3000107,34,2
4002315,1000203,3000236,19,4
4002315,1000203,3000265,23,3
4002315,1000203,3000306,34,1
4002315,1000203,3000317,17,3
4002315,1000203,3000375,29,5
4002315,1000203,3000384,12,2
4002315,1000203,3000433,25,5
4002315,1000203,3000516,22,2
4002315,1000203,3000775,23,4
4002315,1000203,3000918,9,3
4002364,1000024,3000041,16,4
4002364,1000024,3000106,28,4
4002364,1000024,3000168,17,2
4002364,1000024,3000294,1,2
4002364,1000024,3000376,40,3
4002364,1000024,3000538,5,3
4002364,1000024,3000603,13,5
4002364,1000024,3000651,33,3
4002364,1000024,3000943,16,3
4002364,1000024,3000948,25,2
4002534,1000449,3000168,5,2
4002534,1000449,3000175,25,2
4002534,1000449,3000319,21,5
4002534,1000449,3000638,24,4
4002534,1000449,3000666,9,2
4002534,1000449,3000783,27,3
4002534,1000449,3000886,7,3
4002707,1000659,3000442,29,2
4002707,1000659,3000673,2,4
4002707,1000659,3000715,30,1
4002707,1000659,3000834,20,1
4002728,1000050,3000042,38,3
4002728,1000050,3000134,25,5
4002728,1000050,3000308,16,3
4002728,1000050,3000370,7,4
4002728,1000050,3000384,42,2
4002728,1000050,3000444,24,5
4002728,1000050,3000583,31,4
4002728,1000050,3000598,39,3
4002728,1000050,3000614,14,3
4002728,1000050,3000644,4,5
4002728,1000050,3000795,19,3
4002728,1000050,3000836,2,5
4002728,1000050,3000870,6,1
4002773,1000875,3000014,21,3
4002773,1000875,3000062,2,5
4002773,1000875,3000083,17,4
4002773,1000875,3000233,17,5
4002773,1000875,3000416,42,1
4002773,1000875,3000652,22,1
4002773,1000875,3000807,14,4
4002773,1000875,3000993,30,5
4002824,1000819,3000014,31,3
4002824,1000819,3000222,4,1
4002824,1000819,3000408,19,4
4002824,1000819,3000718,41,3
4002824,1000819,3000771,25,3
4002824,1000819,3000957,19,1
4003076,1000996,3000265,38,5
4003076,1000996,3000605,12,2
4003076,1000996,3000614,21,3
4003076,1000996,3000638,17,4
4003076,1000996,3000661,35,4
4003076,1000996,3000701,27,5
4003116,1000412,3000010,6,3
4003116,1000412,3000253,23,5
4003116,1000412,3000514,5,4
4003116,1000412,3000956,9,4
4003229,1000317,3000043,26,2
4003229,1000317,3000246,41,1
4003229,1000317,3000984,10,3
4003394,1000784,3000479,39,5
4003394,1000784,3000552,20,4
4003394,1000784,3000629,39,1
4003394,1000784,3000748,25,3
4003394,1000784,3000853,41,4
4003394,1000784,3000912,33,2
4003402,1000318,3000053,11,3
4003402,1000318,3000284,39,4
4003402,1000318,3000404,11,4
4003402,1000318,3000417,16,3
4003402,1000318,3000427,13,3
4003402,1000318,3000453,6,4
4003402,1000318,3000458,2,3
4003402,1000318,3000721,28,3
4003402,1000318,3000741,11,5
4003402,1000318,3000914,30,1
4003544,1000970,3000006,30,5
4003544,1000970,3000059,1,2
4003544,1000970,3000561,13,3
4003544,1000970,3000583,26,1
4003544,1000970,3000723,4,2
4003564,1000337,3000122,38,1
4003564,1000337,3000371,9,5
4003564,1000337,3000585,2,4
4003564,1000337,3000924,42,3
4003564,1000337,3000963,33,3
4003564,1000337,3000984,27,5
4003593,1000535,3000019,9,3
4003593,1000535,3000025,7,4
4003593,1000535,3000083,30,2
4003593,1000535,3000110,38,2
4003593,1000535,3000362,25,1
4003593,1000535,3000382,6,2
4003593,1000535,3000479,2,2
4003593,1000535,3000784,1,2
4003593,1000535,3000825,42,2
4003593,1000535,3000917,22,4
4003740,1000467,3000083,14,4
4003740,1000467,3000170,4,3
4003740,1000467,3000375,16,2
4003740,1000467,3000453,23,2
4003740,1000467,3000483,14,3
4003740,1000467,3000527,18,4
4003740,1000467,3000545,25,2
4003740,1000467,3000612,15,2
4003740,1000467,3000651,9,2
4003740,1000467,3000855,41,3
4003740,1000467,3000881,8,1
4003740,1000467,3000928,10,1
4003761,1000965,3000054,27,5
4003761,1000965,3000176,7,4
4003761,1000965,3000307,1,5
4003761,1000965,3000314,30,3
4003761,1000965,3000331,37,4
4003761,1000965,3000463,7,4
4003761,1000965,3000513,5,3
4003761,1000965,3000971,13,2
4003787,1000385,3000262,38,5
4003787,1000385,3000341,15,4
4003787,1000385,3000649,8,1
4003787,1000385,3000669,42,1
4003787,1000385,3000932,17,1
4004050,1000815,3000002,18,4
4004050,1000815,3000170,1,5
4004050,1000815,3000246,17,5
4004050,1000815,3000324,33,5
4004050,1000815,3000408,4,5
4004050,1000815,3000428,41,2
4004050,1000815,3000542,12,4
4004050,1000815,3000628,21,2
4004050,1000815,3000725,8,2
4004050,1000815,3000846,25,1
4004050,1000815,3000956,11,3
4004157,1000413,3000282,29,1
4004157,1000413,3000561,18,4
4004157,1000413,3000720,24,4
4004157,1000413,3000855,35,1
4004157,1000413,3000902,6,2
4004157,1000413,3000943,10,5
4004189,1000782,3000127,27,4
4004189,1000782,3000349,38,4
4004189,1000782,3000444,11,5
